timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1486138549994,662,Post AD FS,200,OK,Thread Group 1-88,text,true,,8974,2593,100,100,246,0,17
1486138550103,553,Post AD FS,200,OK,Thread Group 1-43,text,true,,8974,2593,100,100,143,0,8
1486138549459,1207,Post AD FS,200,OK,Thread Group 1-62,text,true,,8974,2593,100,100,824,0,0
1486138549668,1005,Post AD FS,200,OK,Thread Group 1-92,text,true,,8974,2593,100,100,713,0,0
1486138549478,1198,Post AD FS,200,OK,Thread Group 1-99,text,true,,8974,2593,100,100,753,0,0
1486138549534,1144,Post AD FS,200,OK,Thread Group 1-61,text,true,,8974,2593,100,100,706,0,0
1486138549527,1159,Post AD FS,200,OK,Thread Group 1-100,text,true,,8974,2593,100,100,801,0,0
1486138549741,951,Post AD FS,200,OK,Thread Group 1-57,text,true,,8994,2613,100,100,670,0,16
1486138549574,1136,Post AD FS,200,OK,Thread Group 1-94,text,true,,8994,2613,100,100,760,0,0
1486138549812,915,Post AD FS,200,OK,Thread Group 1-91,text,true,,8974,2593,100,100,669,0,7
1486138550070,666,Post AD FS,200,OK,Thread Group 1-71,text,true,,8974,2593,100,100,463,0,9
1486138549898,861,Post AD FS,200,OK,Thread Group 1-87,text,true,,8974,2593,100,100,605,0,11
1486138550128,647,Post AD FS,200,OK,Thread Group 1-96,text,true,,8974,2593,100,100,446,0,10
1486138549863,919,Post AD FS,200,OK,Thread Group 1-82,text,true,,8974,2593,100,100,616,0,20
1486138550081,709,Post AD FS,200,OK,Thread Group 1-32,text,true,,8974,2593,100,100,478,0,16
1486138550036,762,Post AD FS,200,OK,Thread Group 1-1,text,true,,8974,2593,100,100,509,0,12
1486138550147,659,Post AD FS,200,OK,Thread Group 1-45,text,true,,8974,2593,100,100,491,0,14
1486138550242,566,Post AD FS,200,OK,Thread Group 1-4,text,true,,8974,2593,100,100,367,0,36
1486138550330,484,Post AD FS,200,OK,Thread Group 1-81,text,true,,8974,2593,100,100,319,0,44
1486138550395,425,Post AD FS,200,OK,Thread Group 1-67,text,true,,8974,2593,100,100,271,0,55
1486138550268,552,Post AD FS,200,OK,Thread Group 1-23,text,true,,8974,2593,100,100,408,0,72
1486138550482,348,Post AD FS,200,OK,Thread Group 1-70,text,true,,8974,2593,100,100,227,0,85
1486138550418,423,Post AD FS,200,OK,Thread Group 1-89,text,true,,8974,2593,100,100,285,0,49
1486138550512,367,Post AD FS,200,OK,Thread Group 1-38,text,true,,8994,2613,100,100,240,0,78
1486138550494,387,Post AD FS,200,OK,Thread Group 1-90,text,true,,8974,2593,100,100,261,0,88
1486138550542,349,Post AD FS,200,OK,Thread Group 1-28,text,true,,8974,2593,100,100,228,0,69
1486138550442,455,Post AD FS,200,OK,Thread Group 1-53,text,true,,8994,2613,100,100,331,0,37
1486138550527,382,Post AD FS,200,OK,Thread Group 1-83,text,true,,8974,2593,100,100,271,0,74
1486138549494,15926,Post Home PGD,200,OK,Thread Group 1-10,text,true,,9697,7973,100,100,112,0,6
1486138549522,15936,Post Home PGD,200,OK,Thread Group 1-6,text,true,,9697,7961,100,100,181,0,19
1486138549676,15810,Post Home PGD,200,OK,Thread Group 1-18,text,true,,9697,7959,100,100,65,0,9
1486138549625,15865,Post Home PGD,200,OK,Thread Group 1-12,text,true,,9697,7963,100,100,83,0,9
1486138549730,15791,Post Home PGD,200,OK,Thread Group 1-36,text,true,,9697,7969,100,100,255,0,10
1486138549755,15766,Post Home PGD,200,OK,Thread Group 1-73,text,true,,9697,7953,100,100,235,0,12
1486138549623,15900,Post Home PGD,200,OK,Thread Group 1-79,text,true,,9697,7965,100,100,92,0,12
1486138549512,16112,Post Home PGD,200,OK,Thread Group 1-74,text,true,,9697,7963,100,100,154,0,9
1486138549511,16122,Post Home PGD,200,OK,Thread Group 1-14,text,true,,9697,7961,100,100,190,0,17
1486138549567,16085,Post Home PGD,200,OK,Thread Group 1-7,text,true,,9697,7965,100,100,134,0,11
1486138549511,16152,Post Home PGD,200,OK,Thread Group 1-22,text,true,,9697,7973,100,100,107,0,8
